Showers,Sinks,CW,DW,Baths
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,3.98666666667e-05,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0600678,,,
,0.000139533333333,,,
,,,,
,,,,
,0.0407696,,,
,3.98666666667e-05,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00165473333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0020734,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0301236,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0151914,,,
,,,,
,,,,
,0.0529904,,,
,0.0546252,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0184409333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.2844198,,,,
,,,,
0.1828192,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00171453333333,,,
,0.0146132666667,,,
,0.0141547333333,,,
,0.0093102,,,
,,,,
,,,,
,,,,
,,,,
,,0.00423053333333,,
,,,,
,,,,
,,,,
,,,,
,0.0434808666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0251594666667,,,
,,,,
,,,,
0.2202644,,,,
,,,,
0.170323066667,,,,
,0.0073764,,,
,0.00765553333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0241626666667,,,
,,,,
,0.0311204666667,,,
,,,,
,,,,
,,,,
0.274757933333,,,,
0.0392511333333,,,,
,,,,
,0.006878,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0004386,,,
,,,,
,,,,
,0.0009968,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00460526666667,,,
,,,,
,,,,
,0.0070574,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00938993333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00841306666667,,,
,,,,
,0.000279133333333,,,
,,,,
,,,,
,,,,
,0.0383970666667,,,
,,,,
,0.0211124,,,
,0.0114632666667,,,
,,,,
,,,,
,,,,
,,,0.0368144,
,,,0.04465,
