Showers,Sinks,CW,DW,Baths
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.3449614,,,,
,,,,
,,,,
,,,,
,,,,
,0.02653,,,
,0.0133856,,,
,,,,
,,,,
,0.0542659333333,,,
,0.0055874,,,
,,,,
,,,,
,0.0100090666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0388373333333,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0309516,,,
,,,,
,,,,
,,,,
,,,0.056872,
,,,0.1121116,
,,0.0343426,0.050237,
,,0.0632888666667,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,0.0563454666667,
,,,0.1124802,
,,,0.0306477333333,
,,,0.0442074666667,
,,,,
,0.0666063333333,,,
,,,,
,0.000301466666667,,,
,,,,
,,,,
,,,,
,,,,
,0.0365792666667,,,
,0.0187318,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.050407,,,
,0.0749272,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00345693333333,,,
,,,,
,,,,
,0.0124811333333,,,
,,,,
,,,,
,,,,
,0.0584062,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00568786666667,,,
,0.0323786,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.13116,,,,
,,,,
0.1180232,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0150136,,,
,,,,
,,,,
,0.00675306666667,,,
,2.00666666667e-05,,,
,0.0159582,,,
,0.0296854666667,,,
,,,,
,0.0164003333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00335646666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00337653333333,,,
,0.0448598,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0017486,,,
,,,,
,,,,
,,,,
,,,,
0.371096,,,,
0.0618493333333,,,,
0.2811046,0.0208019333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.000341666666667,,,
,0.0172847333333,,,
,0.0867048666667,,,
,0.00341673333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.000100466666667,,,
,,,,
,,,,
,0.0458446,,,
,0.005306,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
