Showers,Sinks,CW,DW,Baths
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0290282666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0280852666667,,,
,,,,
,0.0074416,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0637760666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0230973333333,,
,,0.0121586,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.000102533333333,,,
,,,,
,,,,
,,,,
,,,,
,0.0414924,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0114801333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0144732,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0135916,,,
,0.00418206666667,,,
,0.0109061333333,,,
,,,,
,,,,
,0.0083846,,,
,0.0687986666667,,,
,,,,
,0.0281468,,,
,,,,
,,,,
,0.0593686666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.221095,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0138991333333,,,
,,,,
,,,,
,0.0259532666667,,,
,,,,
,0.002214,,,
,0.000348533333333,,,
,,,,
,0.000615066666667,,,
,,,,
,,,,
,0.0252972666667,,,
,0.0104141333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.177320266667,,,,
0.0443300666667,,,,
,,,,
,,,,
,,,,
,0.0407954666667,,,
,,,,
,0.0322262666667,,,
,0.0456129333333,,,
,0.0192496666667,,,
,,,,
,,,,
,,,,
,0.0265067333333,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.113858066667,,0.0806096666667,
,0.00389506666667,,0.108170866667,
,,,0.0401799333333,
,,,0.0673662666667,
,,,,
,,,,
,,,,
,0.000902,,,
,,,,
,0.00479706666667,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0235547333333,,,
